no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
3, Graduate, Yes,7400000.0,19600000.0,2,716.0,4100000.0,8900000.0,29100000.0,4200000.0, Approved
3, Graduate, No,9200000.0,,18,523.0,,4000000.0,29100000.0,8800000.0, Rejected
5, Not Graduate, No,,22200000.0,20,352.0,,,30800000.0,7000000.0, Rejected
5, Graduate, Yes,3800000.0,14400000.0,2,345.0,3300000.0,800000.0,13000000.0,4700000.0, Approved
0, Graduate, No,8300000.0,19400000.0,18,649.0,2500000.0,,24300000.0,, Approved
2, Graduate, Yes,2800000.0,7400000.0,18,666.0,,2300000.0,6300000.0,3400000.0, Approved
0, Graduate, No,8600000.0,20900000.0,10,813.0,11300000.0,11900000.0,26000000.0,4800000.0, Approved
0, Not Graduate, No,5400000.0,16800000.0,10,599.0,5300000.0,7400000.0,14500000.0,7600000.0, Approved
5, Graduate, Yes,4200000.0,9400000.0,6,678.0,4700000.0,5500000.0,9900000.0,5700000.0, Approved
5, Not Graduate, No,5200000.0,12200000.0,20,513.0,13400000.0,2000000.0,16800000.0,5400000.0, Rejected
5, Graduate, No,9400000.0,27900000.0,4,,1100000.0,200000.0,29500000.0,10400000.0, Approved
3, Graduate, No,8800000.0,20400000.0,8,483.0,3200000.0,11400000.0,28200000.0,, Rejected
1, Graduate, Yes,5900000.0,16700000.0,16,,5800000.0,8800000.0,19100000.0,5300000.0, Rejected
3, Graduate, Yes,1700000.0,4900000.0,16,591.0,4700000.0,1000000.0,4300000.0,1400000.0, Approved
1, Not Graduate, No,7000000.0,23000000.0,10,,14000000.0,3700000.0,26700000.0,3600000.0, Approved
4, Not Graduate, No,1700000.0,4000000.0,6,829.0,,1600000.0,5200000.0,1700000.0, Approved
0, Not Graduate, No,1500000.0,4900000.0,12,651.0,1600000.0,2800000.0,4600000.0,800000.0, Approved
4, Not Graduate, No,2000000.0,4700000.0,18,733.0,3700000.0,3700000.0,7000000.0,2800000.0, Approved
5, Graduate, Yes,3900000.0,15500000.0,12,433.0,9500000.0,5400000.0,7900000.0,4600000.0, Rejected
1, Graduate, Yes,900000.0,3600000.0,14,713.0,1300000.0,1000000.0,,1200000.0, Approved
1, Graduate, No,6900000.0,22500000.0,18,403.0,800000.0,8400000.0,16900000.0,6300000.0, Rejected
0, Graduate, Yes,2800000.0,7800000.0,10,405.0,7800000.0,2500000.0,7100000.0,3400000.0, Rejected
3, Graduate, Yes,6800000.0,19900000.0,10,516.0,16000000.0,6000000.0,26000000.0,8500000.0, Rejected
4, Not Graduate, Yes,600000.0,1800000.0,8,417.0,1700000.0,700000.0,,800000.0, Rejected
1, Not Graduate, No,4700000.0,14000000.0,6,468.0,11300000.0,1800000.0,10600000.0,4600000.0, Rejected
5, Graduate, Yes,3000000.0,11800000.0,10,672.0,8700000.0,3600000.0,9800000.0,4100000.0, Approved
5, Not Graduate, No,4000000.0,13900000.0,6,530.0,6000000.0,5600000.0,12500000.0,6000000.0, Rejected
1, Not Graduate, Yes,3100000.0,11300000.0,14,824.0,3700000.0,6000000.0,11000000.0,4400000.0, Approved
1, Not Graduate, Yes,7700000.0,25500000.0,12,549.0,18100000.0,10600000.0,20500000.0,7000000.0, Rejected
5, Not Graduate, Yes,4300000.0,9300000.0,10,450.0,2100000.0,6700000.0,10000000.0,4100000.0, Rejected
1, Graduate, Yes,5800000.0,19500000.0,20,431.0,13800000.0,5000000.0,15600000.0,3300000.0, Rejected
3, Graduate, Yes,3600000.0,10700000.0,16,,2300000.0,1600000.0,13100000.0,5200000.0, Rejected
0, Not Graduate, Yes,2900000.0,7600000.0,8,,8000000.0,5600000.0,9600000.0,3100000.0, Rejected
0, Graduate, No,8800000.0,20200000.0,4,433.0,16000000.0,4200000.0,30500000.0,, Rejected
1, Not Graduate, Yes,,,10,431.0,400000.0,500000.0,,, Rejected
5, Not Graduate, Yes,8600000.0,28900000.0,8,516.0,9900000.0,1800000.0,30200000.0,6800000.0, Rejected
2, Not Graduate, Yes,3500000.0,12000000.0,14,476.0,1100000.0,6800000.0,12400000.0,2900000.0, Rejected
5, Graduate, No,800000.0,2600000.0,6,560.0,,200000.0,3000000.0,1000000.0, Approved
2, Graduate, No,8000000.0,27100000.0,12,674.0,14400000.0,400000.0,25300000.0,6400000.0, Approved
0, Not Graduate, Yes,,,6,573.0,17200000.0,10000000.0,20100000.0,5900000.0, Approved
2, Not Graduate, No,3300000.0,6600000.0,6,331.0,6300000.0,2000000.0,8900000.0,2700000.0, Rejected
4, Graduate, Yes,2000000.0,6700000.0,12,633.0,,800000.0,4800000.0,2000000.0, Approved
3, Not Graduate, No,4900000.0,12900000.0,18,,1800000.0,7000000.0,17900000.0,3300000.0, Approved
5, Not Graduate, Yes,9200000.0,23600000.0,12,656.0,1400000.0,11200000.0,,4900000.0, Approved
0, Not Graduate, No,7500000.0,18200000.0,6,782.0,7400000.0,12000000.0,19800000.0,4100000.0, Approved
5, Not Graduate, No,9000000.0,29300000.0,4,531.0,10400000.0,9500000.0,,5800000.0, Approved
3, Not Graduate, No,1400000.0,4100000.0,8,455.0,3000000.0,1400000.0,2900000.0,2100000.0, Rejected
3, Graduate, No,,19900000.0,14,452.0,4200000.0,,28500000.0,6600000.0, Rejected
2, Graduate, No,8400000.0,,14,474.0,19600000.0,,25400000.0,, Rejected
3, Not Graduate, No,6400000.0,24400000.0,4,483.0,7800000.0,2400000.0,19100000.0,4500000.0, Approved
4, Graduate, No,5900000.0,16800000.0,8,481.0,6900000.0,11400000.0,19500000.0,3300000.0, Rejected
2, Graduate, Yes,2200000.0,5100000.0,20,859.0,3800000.0,1200000.0,6400000.0,3100000.0, Approved
4, Graduate, Yes,5600000.0,14100000.0,14,696.0,9000000.0,9200000.0,16500000.0,6800000.0, Approved
4, Not Graduate, No,,28700000.0,6,778.0,16600000.0,7400000.0,29700000.0,11100000.0, Approved
4, Graduate, No,4400000.0,14600000.0,4,499.0,1300000.0,6500000.0,16100000.0,5700000.0, Approved
2, Not Graduate, Yes,2400000.0,4900000.0,4,,6400000.0,4300000.0,5100000.0,3400000.0, Approved
1, Graduate, No,4400000.0,10800000.0,12,674.0,9600000.0,2700000.0,17200000.0,5300000.0, Approved
4, Graduate, No,3700000.0,13200000.0,4,802.0,9800000.0,2400000.0,12500000.0,4300000.0, Approved
4, Not Graduate, Yes,2300000.0,7800000.0,8,540.0,1500000.0,3400000.0,4700000.0,2800000.0, Rejected
4, Graduate, Yes,5900000.0,19600000.0,8,726.0,17400000.0,6800000.0,20100000.0,8000000.0, Approved
4, Not Graduate, Yes,6400000.0,23500000.0,2,485.0,7300000.0,2700000.0,23600000.0,3900000.0, Approved
4, Graduate, Yes,4900000.0,17100000.0,6,612.0,1300000.0,7000000.0,19500000.0,5000000.0, Approved
3, Not Graduate, Yes,,24200000.0,8,,3100000.0,,26400000.0,, Approved
2, Not Graduate, No,5700000.0,16400000.0,12,708.0,3700000.0,800000.0,15000000.0,4400000.0, Approved
2, Not Graduate, Yes,2700000.0,5700000.0,8,850.0,3500000.0,5000000.0,10500000.0,3900000.0, Approved
2, Not Graduate, Yes,3900000.0,11300000.0,12,516.0,3100000.0,,10400000.0,4600000.0, Rejected
0, Not Graduate, No,7800000.0,28800000.0,12,465.0,4700000.0,7500000.0,28800000.0,7400000.0, Rejected
0, Graduate, No,1100000.0,3200000.0,20,716.0,1800000.0,1400000.0,3600000.0,1500000.0, Approved
4, Not Graduate, No,,,10,404.0,,,,, Rejected
0, Not Graduate, Yes,4700000.0,10600000.0,20,512.0,8400000.0,4000000.0,12300000.0,7000000.0, Rejected
3, Not Graduate, Yes,8200000.0,20600000.0,10,441.0,16100000.0,11400000.0,29100000.0,6100000.0, Rejected
2, Not Graduate, Yes,4600000.0,18400000.0,2,555.0,7700000.0,2400000.0,14200000.0,4200000.0, Approved
5, Not Graduate, No,1800000.0,7000000.0,18,466.0,2600000.0,2100000.0,6000000.0,1900000.0, Rejected
3, Graduate, Yes,3200000.0,8600000.0,2,427.0,3900000.0,1800000.0,7100000.0,4700000.0, Rejected
4, Not Graduate, Yes,5500000.0,20000000.0,14,593.0,15100000.0,2700000.0,19900000.0,4900000.0, Approved
3, Graduate, No,7900000.0,18300000.0,10,731.0,4200000.0,3400000.0,22200000.0,8400000.0, Approved
1, Graduate, Yes,4000000.0,10100000.0,16,451.0,7000000.0,3900000.0,14300000.0,3900000.0, Rejected
3, Not Graduate, Yes,6800000.0,16900000.0,18,628.0,3600000.0,900000.0,15600000.0,4900000.0, Approved
1, Not Graduate, No,2700000.0,9400000.0,18,704.0,5300000.0,2300000.0,6400000.0,2400000.0, Approved
2, Not Graduate, No,6800000.0,23500000.0,12,341.0,19300000.0,11800000.0,14300000.0,8500000.0, Rejected
5, Graduate, No,8600000.0,21000000.0,8,465.0,11700000.0,,19500000.0,9900000.0, Rejected
4, Graduate, No,8000000.0,30100000.0,4,431.0,11900000.0,13800000.0,18800000.0,, Approved
1, Graduate, Yes,3700000.0,12600000.0,10,424.0,5400000.0,1100000.0,14200000.0,4400000.0, Rejected
0, Graduate, No,2600000.0,5100000.0,14,678.0,500000.0,1200000.0,6000000.0,3100000.0, Approved
4, Graduate, No,4200000.0,16800000.0,6,381.0,9600000.0,3800000.0,14800000.0,5900000.0, Rejected
5, Graduate, Yes,8000000.0,28000000.0,10,449.0,18500000.0,1500000.0,17400000.0,3900000.0, Rejected
1, Not Graduate, No,7100000.0,23500000.0,12,768.0,6400000.0,12100000.0,22400000.0,7300000.0, Approved
0, Not Graduate, No,2000000.0,7000000.0,6,666.0,,1200000.0,4300000.0,1400000.0, Rejected
4, Not Graduate, Yes,5800000.0,13300000.0,14,742.0,16100000.0,9300000.0,16300000.0,7000000.0, Approved
3, Not Graduate, Yes,6700000.0,15800000.0,4,445.0,10500000.0,7600000.0,14100000.0,9100000.0, Rejected
2, Graduate, No,7300000.0,28700000.0,14,634.0,5900000.0,3800000.0,21200000.0,10800000.0, Approved
4, Not Graduate, No,3300000.0,9700000.0,14,782.0,2500000.0,,10400000.0,2200000.0, Approved
0, Graduate, No,3000000.0,7000000.0,10,781.0,7200000.0,600000.0,11700000.0,2700000.0, Approved
4, Not Graduate, No,7900000.0,17200000.0,14,,14200000.0,9500000.0,23200000.0,9000000.0, Rejected
5, Not Graduate, No,7600000.0,24100000.0,18,721.0,,11500000.0,22900000.0,7200000.0, Approved
5, Not Graduate, No,3700000.0,9800000.0,4,563.0,9500000.0,5100000.0,11200000.0,3000000.0, Approved
2, Not Graduate, No,8400000.0,26300000.0,4,419.0,,7900000.0,29200000.0,6200000.0, Approved
0, Graduate, Yes,8200000.0,20800000.0,14,372.0,3800000.0,,26100000.0,5200000.0, Rejected
0, Not Graduate, No,2900000.0,9500000.0,18,,4300000.0,2300000.0,6500000.0,3500000.0, Approved
1, Not Graduate, Yes,,,12,596.0,10000000.0,9300000.0,,6800000.0, Approved
0, Graduate, No,4400000.0,14100000.0,2,349.0,3300000.0,1300000.0,8800000.0,6200000.0, Approved
1, Not Graduate, Yes,9000000.0,,16,468.0,4500000.0,,28600000.0,10900000.0, Rejected
3, Not Graduate, Yes,6800000.0,26900000.0,16,818.0,14700000.0,10400000.0,26300000.0,7300000.0, Approved
2, Not Graduate, No,8700000.0,28000000.0,12,543.0,16900000.0,6000000.0,22900000.0,6700000.0, Rejected
3, Graduate, No,9400000.0,21900000.0,16,685.0,8100000.0,5600000.0,,5000000.0, Approved
3, Not Graduate, Yes,6000000.0,12500000.0,18,851.0,14600000.0,5000000.0,16800000.0,5000000.0, Approved
1, Not Graduate, Yes,9400000.0,29800000.0,10,377.0,,,30900000.0,, Rejected
0, Not Graduate, Yes,1000000.0,4000000.0,10,620.0,2400000.0,1300000.0,3700000.0,1100000.0, Approved
3, Graduate, Yes,900000.0,2300000.0,20,611.0,600000.0,1500000.0,1900000.0,500000.0, Approved
4, Not Graduate, No,2100000.0,7700000.0,4,767.0,1200000.0,1700000.0,6900000.0,1300000.0, Approved
5, Graduate, Yes,1100000.0,3200000.0,20,592.0,3200000.0,700000.0,3500000.0,500000.0, Approved
0, Graduate, Yes,600000.0,2300000.0,4,,1600000.0,800000.0,2300000.0,700000.0, Approved
4, Not Graduate, Yes,9200000.0,25500000.0,10,,9400000.0,10500000.0,27400000.0,, Approved
2, Not Graduate, Yes,3600000.0,12800000.0,18,814.0,8600000.0,4100000.0,10300000.0,4100000.0, Approved
5, Not Graduate, Yes,1300000.0,5000000.0,10,755.0,2100000.0,2200000.0,4800000.0,1900000.0, Approved
5, Graduate, Yes,7700000.0,16800000.0,20,584.0,8600000.0,4800000.0,23400000.0,8000000.0, Approved
4, Graduate, Yes,,23500000.0,14,380.0,,6700000.0,25100000.0,7300000.0, Rejected
2, Not Graduate, Yes,5000000.0,17600000.0,20,465.0,6200000.0,5200000.0,16500000.0,5200000.0, Rejected
0, Not Graduate, No,,1800000.0,2,531.0,1300000.0,500000.0,1900000.0,700000.0, Approved
1, Graduate, Yes,8300000.0,,16,814.0,18500000.0,2700000.0,28900000.0,7500000.0, Approved
0, Graduate, No,5300000.0,17900000.0,6,678.0,4700000.0,3900000.0,14400000.0,3600000.0, Approved
2, Not Graduate, Yes,9300000.0,29000000.0,12,655.0,7900000.0,6800000.0,29900000.0,4900000.0, Approved
3, Not Graduate, No,2300000.0,7400000.0,2,682.0,6500000.0,2400000.0,7600000.0,2100000.0, Approved
1, Not Graduate, No,,,6,695.0,,500000.0,,, Approved
3, Not Graduate, No,3200000.0,10800000.0,4,833.0,2600000.0,1000000.0,8700000.0,2600000.0, Approved
5, Not Graduate, Yes,9400000.0,,16,,4100000.0,12500000.0,,, Rejected
1, Graduate, No,2300000.0,6600000.0,2,357.0,5900000.0,200000.0,6000000.0,2200000.0, Rejected
5, Not Graduate, No,4300000.0,14500000.0,12,,12500000.0,4300000.0,12500000.0,5100000.0, Rejected
0, Graduate, Yes,6200000.0,22400000.0,18,,15700000.0,6600000.0,15800000.0,8200000.0, Approved
0, Not Graduate, Yes,7200000.0,19800000.0,12,658.0,12700000.0,8100000.0,25000000.0,7300000.0, Approved
5, Graduate, Yes,2400000.0,8700000.0,18,,2800000.0,2900000.0,7100000.0,1100000.0, Approved
3, Not Graduate, No,2900000.0,6300000.0,8,648.0,3400000.0,3400000.0,7600000.0,1400000.0, Approved
1, Graduate, No,1400000.0,5200000.0,12,730.0,2900000.0,,3700000.0,700000.0, Approved
4, Not Graduate, Yes,2200000.0,8200000.0,14,737.0,5800000.0,2800000.0,8200000.0,1400000.0, Approved
2, Graduate, Yes,800000.0,3200000.0,10,584.0,,200000.0,2100000.0,700000.0, Rejected
0, Graduate, No,600000.0,,2,621.0,400000.0,400000.0,2000000.0,, Approved
4, Graduate, Yes,700000.0,2700000.0,16,583.0,1100000.0,1200000.0,,, Approved
2, Not Graduate, No,8400000.0,25900000.0,16,621.0,8600000.0,13400000.0,,4200000.0, Approved
2, Not Graduate, No,7100000.0,21500000.0,16,610.0,5800000.0,12100000.0,14200000.0,9300000.0, Approved
4, Graduate, No,5400000.0,15700000.0,18,452.0,13700000.0,2600000.0,16500000.0,6600000.0, Rejected
5, Graduate, No,3700000.0,7300000.0,18,339.0,9300000.0,,13900000.0,5300000.0, Rejected
3, Graduate, Yes,5200000.0,15200000.0,16,650.0,1300000.0,5700000.0,13500000.0,4100000.0, Approved
4, Not Graduate, Yes,,,10,672.0,,200000.0,,, Approved
3, Graduate, No,,,20,501.0,800000.0,800000.0,,, Rejected
2, Not Graduate, Yes,1800000.0,5700000.0,4,809.0,1200000.0,1900000.0,6300000.0,2400000.0, Approved
5, Graduate, Yes,9200000.0,29400000.0,8,,18000000.0,5900000.0,,5400000.0, Rejected
4, Not Graduate, No,900000.0,3300000.0,10,649.0,,400000.0,,1200000.0, Approved
3, Not Graduate, No,7500000.0,28300000.0,12,367.0,9200000.0,11300000.0,22700000.0,7000000.0, Rejected
5, Not Graduate, No,3000000.0,11800000.0,6,847.0,8200000.0,2200000.0,7100000.0,2300000.0, Approved
5, Graduate, No,7100000.0,18900000.0,12,360.0,10700000.0,1100000.0,19800000.0,8500000.0, Rejected
1, Graduate, Yes,3500000.0,7200000.0,2,865.0,4100000.0,3200000.0,11900000.0,4200000.0, Approved
4, Not Graduate, No,4900000.0,18800000.0,16,,4200000.0,4700000.0,13200000.0,2600000.0, Approved
1, Graduate, No,4100000.0,8400000.0,20,608.0,1400000.0,8000000.0,10000000.0,4400000.0, Approved
0, Graduate, Yes,800000.0,2100000.0,6,760.0,300000.0,,,600000.0, Approved
3, Graduate, Yes,1700000.0,4600000.0,12,385.0,1500000.0,1300000.0,5200000.0,1700000.0, Rejected
0, Graduate, Yes,6100000.0,23300000.0,12,478.0,3800000.0,2300000.0,17700000.0,4900000.0, Rejected
1, Graduate, Yes,2100000.0,7700000.0,16,,5000000.0,500000.0,4700000.0,2300000.0, Rejected
0, Graduate, No,3100000.0,9300000.0,6,663.0,1300000.0,1400000.0,8100000.0,3800000.0, Approved
2, Not Graduate, Yes,1700000.0,3500000.0,20,693.0,2200000.0,1400000.0,4800000.0,1700000.0, Approved
3, Graduate, No,1700000.0,5400000.0,6,710.0,4800000.0,700000.0,5800000.0,1700000.0, Approved
4, Not Graduate, Yes,4000000.0,14500000.0,6,711.0,2400000.0,5700000.0,10900000.0,4100000.0, Approved
5, Graduate, No,5600000.0,18400000.0,8,386.0,11300000.0,6700000.0,11300000.0,5600000.0, Rejected
4, Graduate, Yes,3900000.0,11900000.0,10,855.0,10200000.0,4000000.0,10200000.0,2800000.0, Approved
4, Graduate, Yes,6100000.0,15300000.0,14,573.0,1100000.0,9900000.0,13300000.0,8400000.0, Approved
0, Graduate, Yes,1100000.0,2800000.0,18,431.0,500000.0,300000.0,4300000.0,1400000.0, Rejected
2, Graduate, No,5500000.0,14800000.0,8,364.0,13000000.0,4500000.0,12600000.0,4500000.0, Rejected
4, Graduate, Yes,1100000.0,3600000.0,14,711.0,2500000.0,500000.0,3600000.0,600000.0, Approved
4, Not Graduate, Yes,,,20,771.0,1000000.0,500000.0,,500000.0, Approved
3, Graduate, No,9200000.0,,18,669.0,3100000.0,12700000.0,30900000.0,, Approved
4, Not Graduate, Yes,9300000.0,27500000.0,18,338.0,,500000.0,,6600000.0, Rejected
1, Graduate, No,1100000.0,3500000.0,8,562.0,2300000.0,1200000.0,3200000.0,500000.0, Approved
3, Not Graduate, No,5600000.0,18700000.0,2,769.0,8000000.0,8200000.0,17300000.0,4800000.0, Approved
0, Graduate, Yes,6300000.0,21500000.0,8,629.0,600000.0,3400000.0,22000000.0,5200000.0, Approved
3, Graduate, No,8800000.0,18100000.0,6,699.0,6400000.0,2100000.0,18500000.0,9400000.0, Approved
0, Not Graduate, No,8400000.0,20800000.0,20,590.0,5100000.0,8900000.0,,10800000.0, Approved
3, Graduate, Yes,1600000.0,5700000.0,4,707.0,3300000.0,2700000.0,6200000.0,2300000.0, Approved
3, Not Graduate, Yes,4500000.0,11400000.0,8,391.0,8500000.0,6800000.0,9900000.0,4500000.0, Rejected
5, Not Graduate, No,6500000.0,18500000.0,4,,13600000.0,3300000.0,23600000.0,7100000.0, Approved
3, Graduate, Yes,,20600000.0,2,731.0,13400000.0,3800000.0,20700000.0,9200000.0, Approved
3, Not Graduate, No,4700000.0,16700000.0,12,775.0,4000000.0,1700000.0,17300000.0,3500000.0, Approved
5, Graduate, Yes,,,2,,3500000.0,,26800000.0,6200000.0, Approved
5, Graduate, No,8000000.0,26700000.0,20,794.0,8000000.0,,29900000.0,7800000.0, Approved
2, Graduate, No,7700000.0,16700000.0,6,555.0,12900000.0,2900000.0,18100000.0,8500000.0, Approved
1, Not Graduate, Yes,3600000.0,10300000.0,12,536.0,6800000.0,500000.0,12200000.0,2700000.0, Rejected
2, Not Graduate, No,700000.0,,10,839.0,,700000.0,2000000.0,900000.0, Approved
0, Graduate, Yes,1400000.0,5100000.0,6,,4100000.0,1900000.0,5200000.0,1900000.0, Approved
1, Graduate, Yes,8600000.0,27900000.0,20,415.0,12200000.0,,27100000.0,7900000.0, Rejected
4, Graduate, No,4700000.0,15700000.0,4,868.0,3300000.0,2500000.0,13800000.0,4800000.0, Approved
3, Graduate, Yes,2900000.0,5800000.0,12,353.0,8400000.0,2600000.0,10100000.0,3100000.0, Rejected
4, Not Graduate, No,9000000.0,29000000.0,16,590.0,4600000.0,,29200000.0,, Approved
5, Graduate, Yes,,,18,618.0,1400000.0,600000.0,,, Approved
2, Not Graduate, Yes,700000.0,,10,539.0,1400000.0,1000000.0,1900000.0,900000.0, Rejected
0, Graduate, No,6800000.0,27000000.0,4,429.0,17100000.0,7600000.0,21400000.0,9400000.0, Approved
2, Graduate, No,1800000.0,4700000.0,8,792.0,4500000.0,1200000.0,4100000.0,2200000.0, Approved
0, Not Graduate, No,6000000.0,12400000.0,2,608.0,3000000.0,2100000.0,17900000.0,6800000.0, Approved
4, Graduate, Yes,5400000.0,21500000.0,14,555.0,4300000.0,1500000.0,14300000.0,7500000.0, Approved
5, Graduate, Yes,8400000.0,17500000.0,12,620.0,15300000.0,13600000.0,26000000.0,5800000.0, Approved
0, Graduate, No,7400000.0,20900000.0,6,635.0,15600000.0,,21000000.0,7200000.0, Approved
2, Graduate, No,3200000.0,12500000.0,10,457.0,6100000.0,2000000.0,8200000.0,4300000.0, Rejected
1, Graduate, Yes,5400000.0,21400000.0,8,350.0,2600000.0,1000000.0,19700000.0,6800000.0, Rejected
5, Graduate, Yes,1000000.0,2500000.0,14,,2200000.0,,2300000.0,1100000.0, Approved
0, Graduate, No,4400000.0,14700000.0,16,638.0,4000000.0,2700000.0,14400000.0,2700000.0, Approved
1, Graduate, Yes,3800000.0,10500000.0,12,710.0,1800000.0,6200000.0,12500000.0,2500000.0, Approved
3, Not Graduate, Yes,6100000.0,20900000.0,18,470.0,500000.0,8500000.0,18000000.0,7500000.0, Rejected
5, Not Graduate, Yes,5500000.0,17300000.0,16,,1000000.0,2900000.0,13700000.0,7900000.0, Approved
5, Not Graduate, Yes,,1800000.0,18,411.0,1000000.0,500000.0,,, Rejected
0, Not Graduate, Yes,,,2,482.0,,,,, Approved
1, Graduate, Yes,6200000.0,16900000.0,2,396.0,10600000.0,7500000.0,23700000.0,7600000.0, Rejected
0, Not Graduate, No,,,20,436.0,,400000.0,,, Rejected
0, Not Graduate, Yes,6900000.0,22100000.0,20,,13600000.0,4600000.0,22000000.0,6900000.0, Rejected
4, Graduate, No,3700000.0,11400000.0,12,728.0,4200000.0,5800000.0,7300000.0,2300000.0, Approved
3, Not Graduate, Yes,8800000.0,28600000.0,10,775.0,5200000.0,5000000.0,,9600000.0, Approved
5, Graduate, Yes,8200000.0,23500000.0,12,402.0,15100000.0,1500000.0,24300000.0,5800000.0, Rejected
1, Not Graduate, Yes,9200000.0,,18,698.0,5300000.0,6100000.0,20400000.0,8300000.0, Approved
0, Not Graduate, No,2400000.0,7800000.0,14,665.0,5200000.0,2900000.0,6200000.0,2900000.0, Approved
4, Not Graduate, No,4100000.0,13500000.0,18,490.0,4700000.0,6200000.0,13900000.0,2000000.0, Rejected
1, Graduate, No,8000000.0,,12,504.0,,1500000.0,22100000.0,6000000.0, Rejected
3, Not Graduate, Yes,3600000.0,8600000.0,8,790.0,5400000.0,5900000.0,9800000.0,5200000.0, Approved
1, Not Graduate, Yes,700000.0,2700000.0,20,669.0,,1000000.0,2600000.0,500000.0, Approved
4, Not Graduate, No,8300000.0,30700000.0,6,381.0,,2300000.0,26700000.0,4600000.0, Rejected
0, Graduate, Yes,5300000.0,15000000.0,2,,1700000.0,2100000.0,21000000.0,5800000.0, Approved
4, Graduate, No,8300000.0,24900000.0,16,506.0,15400000.0,5600000.0,26700000.0,7000000.0, Rejected
3, Not Graduate, Yes,2500000.0,8800000.0,12,538.0,4900000.0,1800000.0,9100000.0,3300000.0, Rejected
3, Graduate, Yes,5400000.0,14400000.0,8,677.0,11000000.0,7900000.0,20800000.0,3100000.0, Approved
4, Graduate, No,1600000.0,4900000.0,8,685.0,3200000.0,2000000.0,3800000.0,1500000.0, Approved
2, Not Graduate, No,2400000.0,6200000.0,12,860.0,4900000.0,3700000.0,9500000.0,1100000.0, Approved
5, Not Graduate, No,6300000.0,14800000.0,6,608.0,16100000.0,10500000.0,21800000.0,5400000.0, Approved
4, Graduate, Yes,2500000.0,5300000.0,10,540.0,2300000.0,2800000.0,7100000.0,1700000.0, Rejected
