no_of_dependents, education, self_employed, income_annum, loan_term, cibil_score, loan_status
0,1,1,7100000.0,20,770.0,0
0,1,0,9000000.0,4,612.0,0
3,0,1,1400000.0,14,819.0,0
1,0,0,8800000.0,6,627.0,0
3,1,1,5400000.0,4,359.0,1
1,0,0,6100000.0,6,341.0,1
1,0,0,1000000.0,4,570.0,0
3,0,1,7700000.0,20,736.0,0
1,0,1,6100000.0,2,426.92798952314587,1
2,1,1,7700000.0,12,420.0,1
4,0,1,4700000.0,2,416.0,1
2,0,1,9100000.0,20,836.0,0
0,0,1,5800000.0,12,528.0,1
4,1,0,8500000.0,2,405.0,1
2,0,1,5024222.453158963,14,783.0,0
4,1,1,2000000.0,10,636.0,0
1,1,1,5000000.0,6,711.0,0
1,0,1,3200000.0,16,848.0,0
1,1,1,8000000.0,8,804.0,0
0,1,1,1200000.0,14,704.4741098614439,0
2,1,1,5800000.0,14,696.0,0
1,0,0,2500000.0,20,720.5729629087701,0
1,1,1,600000.0,10,699.0,0
5,0,0,4900000.0,10,865.0,0
2,0,1,9400000.0,14,383.0,1
2,0,0,5300000.0,16,368.0,1
5,1,0,5100000.0,4,607.0,0
4,1,1,2900000.0,18,827.0,0
1,0,0,9100000.0,12,672.0,0
3,1,1,8800000.0,12,708.0,0
4,1,0,2600000.0,10,682.0,0
1,0,1,5015657.337806073,18,741.0,0
5,1,1,600000.0,8,343.0,1
0,0,1,4100000.0,16,785.0,0
1,1,1,8000000.0,20,830.0,0
2,0,0,8800000.0,16,696.0,0
1,0,0,5028439.5922032725,12,697.0,0
0,0,1,3800000.0,2,351.0,0
3,0,0,6800000.0,10,556.0,0
0,0,0,8600000.0,2,669.0042873236761,0
2,0,1,2800000.0,10,534.0,1
0,0,0,8000000.0,12,736.0,0
2,0,1,2300000.0,16,629.0,0
4,0,1,7600000.0,20,657.0,0
2,0,0,2900000.0,12,839.0,0
4,1,0,7900000.0,18,589.0,0
2,1,0,1900000.0,6,805.0,0
3,1,1,4600000.0,20,729.0,0
1,1,0,2600000.0,6,399.0,1
2,1,0,2700000.0,8,413.0,1
5,0,1,6300000.0,16,467.26463587716273,1
0,0,1,2600000.0,2,853.0,0
4,1,1,7700000.0,6,400.0,1
0,0,1,7400000.0,16,630.0,0
3,0,1,7300000.0,20,557.0,0
1,0,0,2900000.0,2,358.0,1
3,0,1,6600000.0,10,510.0,1
2,0,1,2700000.0,14,554.0,0
3,0,1,8300000.0,4,596.0,0
0,0,0,4900000.0,8,659.0,0
4,0,1,7900000.0,10,417.6473463566656,1
5,0,1,8800000.0,14,852.0,0
5,1,0,4000000.0,18,653.0,0
4,0,1,3900000.0,12,737.0,0
3,0,1,7700000.0,2,583.0,0
1,0,1,3800000.0,16,708.8967882917443,0
5,0,0,8000000.0,20,595.0,0
5,0,1,3400000.0,20,714.8003144847165,0
5,0,1,5500000.0,12,603.0,0
0,1,0,7700000.0,14,801.0,0
5,0,0,4000000.0,4,723.0,0
5,1,1,5900000.0,18,630.0,0
0,1,1,2600000.0,20,368.0,1
3,0,0,6600000.0,12,759.0,0
0,1,1,1000000.0,18,382.0,1
4,1,1,800000.0,16,645.0,0
0,0,0,3200000.0,6,689.7923209539949,0
4,0,0,8400000.0,12,350.0,1
3,0,1,5800000.0,6,720.0,0
0,1,1,7300000.0,10,673.0,0
1,0,0,3900000.0,6,448.0,1
2,1,1,4600000.0,4,720.0,0
0,0,0,3600000.0,2,666.4334196366474,0
4,0,0,7500000.0,20,520.0,1
1,0,0,5200000.0,12,794.0,0
3,0,1,4400000.0,8,691.4412616178955,0
1,1,1,5100000.0,14,533.0,1
0,0,0,6000000.0,6,776.0,0
2,0,0,3800000.0,6,706.0,0
3,0,0,2800000.0,2,710.0,0
5,0,1,6500000.0,4,333.0,1
2,1,1,1600000.0,4,787.0,0
4,0,0,5500000.0,12,569.0,0
0,0,1,5048679.929628589,16,427.0,1
0,0,0,7000000.0,16,640.0,0
2,1,0,4000000.0,16,468.4726138333524,1
1,1,1,8100000.0,12,464.0,1
2,1,1,6600000.0,8,490.0,1
5,0,0,4100000.0,12,431.0,1
1,0,0,6600000.0,4,500.0,0
4,0,0,5100000.0,14,511.0,1
4,0,0,8200000.0,18,691.0,0
1,1,1,4974053.045425059,14,696.0,0
0,1,1,7600000.0,2,437.0,0
2,1,1,8400000.0,12,335.0,1
4,0,0,7600000.0,4,671.0,0
4,1,1,1400000.0,12,621.0,0
4,1,1,2700000.0,10,455.0,1
1,0,1,5017170.378499767,10,856.0,0
3,0,0,600000.0,16,710.4098245267043,0
4,0,0,5200000.0,16,819.0,0
0,1,1,5100000.0,10,446.6183823433647,1
4,0,1,9200000.0,2,687.2561348924731,0
5,1,0,6500000.0,18,713.0,0
0,0,0,8500000.0,6,665.0,0
4,1,0,2000000.0,12,837.0,0
4,1,1,7500000.0,20,395.0,1
0,0,1,7500000.0,10,632.0,0
2,1,0,2000000.0,16,497.0,1
3,0,1,1400000.0,14,694.0,0
1,1,1,1700000.0,2,667.9595589354459,0
2,0,1,5300000.0,6,504.0,1
4,1,0,8900000.0,2,747.0,0
3,0,0,5045569.8229090525,4,462.0,0
5,0,0,9000000.0,4,538.0,1
2,1,1,8500000.0,6,664.0,0
1,1,0,3500000.0,4,524.0,0
1,1,0,5027666.486650819,6,464.0,1
3,0,0,8900000.0,6,807.0,0
2,1,1,7800000.0,18,622.0,0
5,1,1,5006800.466142925,6,827.0,0
0,0,0,5200000.0,14,687.0,0
4,0,0,7400000.0,16,835.0,0
3,0,1,1200000.0,6,772.0,0
1,1,1,1000000.0,2,710.0,0
3,0,1,5032031.048165006,14,581.0,0
3,1,0,4500000.0,18,775.0,0
2,0,0,4900000.0,12,710.0,0
3,1,1,700000.0,8,433.65801813008864,1
0,0,0,9400000.0,20,761.0,0
3,1,1,8300000.0,6,674.0,1
4,0,1,5600000.0,4,681.5069056636273,0
5,1,1,4400000.0,8,567.0,0
3,0,0,2100000.0,8,771.0,0
1,1,1,4400000.0,4,360.0,1
0,1,0,6300000.0,6,425.0,1
4,0,0,5091183.523356268,18,496.0,1
3,1,0,700000.0,20,705.0,0
4,1,0,3600000.0,14,427.0,1
1,1,1,5600000.0,2,552.0,0
3,1,1,1000000.0,8,725.0,0
5,0,1,6400000.0,8,553.0,0
0,1,0,8900000.0,2,725.0,0
4,0,0,5094209.604743656,2,481.0,1
2,0,1,4000000.0,4,847.0,0
0,1,1,7300000.0,10,666.0,0
1,1,0,8100000.0,6,477.0,1
4,0,1,6800000.0,4,446.0,0
0,1,1,2600000.0,8,630.0,0
5,1,1,5004152.644928961,20,613.0,0
2,0,1,2400000.0,4,851.0,0
0,1,0,6000000.0,12,339.0,1
4,0,1,3800000.0,16,857.0,0
0,0,1,7000000.0,14,467.0,1
0,0,1,5400000.0,16,355.0,1
1,1,0,6400000.0,6,428.0,1
5,1,1,7000000.0,14,450.0,1
2,1,1,2100000.0,4,348.0,1
4,1,1,4400000.0,12,459.0,1
0,1,0,8000000.0,8,847.0,0
2,1,1,3900000.0,18,523.0,1
0,0,0,4700000.0,10,786.0,0
0,0,0,6800000.0,14,447.6856379217288,1
0,1,1,1800000.0,12,728.0,0
3,1,1,8600000.0,4,497.0,0
1,1,1,3600000.0,10,548.0,1
1,0,1,6800000.0,6,576.0,0
3,0,1,1100000.0,20,863.0,0
4,0,1,4000000.0,8,717.0,0
1,0,0,2500000.0,12,668.0,0
2,0,0,5400000.0,10,335.0,1
5,1,0,6600000.0,4,861.0,0
4,1,0,6000000.0,2,427.158460797877,1
0,0,1,2200000.0,10,585.0,0
1,0,0,8800000.0,10,704.0,0
0,1,1,4000000.0,4,819.0,0
4,1,1,3600000.0,18,494.0,1
5,0,1,8100000.0,2,808.0,0
3,1,1,5200000.0,12,830.0,0
5,0,0,1100000.0,14,473.0,1
2,0,0,7500000.0,4,392.0,0
5,1,0,7700000.0,12,806.0,0
0,1,0,5700000.0,8,340.0,1
3,0,1,5000000.0,8,555.0,0
5,1,0,5057009.565807873,16,499.0,1
3,0,0,8900000.0,10,467.0,1
1,1,0,1700000.0,4,797.0,0
4,1,1,4996722.310096341,18,762.0,0
3,1,1,4989291.975263722,16,562.0,0
1,0,0,8400000.0,2,492.0,1
3,1,1,4991561.536304263,4,824.0,0
2,0,0,1700000.0,10,602.0,0
1,1,1,6500000.0,10,722.0,0
1,1,0,8900000.0,6,709.0,0
1,1,0,4987591.820169106,4,676.3009249121442,0
3,1,0,5700000.0,6,364.0,1
0,1,1,5007075.637247576,12,389.0,1
0,0,1,8500000.0,16,786.0,0
0,0,0,4000000.0,8,434.0,1
2,1,1,6300000.0,6,671.0,0
3,0,1,4000000.0,8,376.0,1
4,0,0,9400000.0,6,680.968720907714,0
5,0,1,4100000.0,10,836.0,0
4,0,1,1100000.0,6,515.0,1
3,1,0,8700000.0,20,360.0,1
4,0,1,4900000.0,2,691.0,0
1,1,1,2800000.0,14,510.0,1
0,0,0,5059949.143332096,18,389.0,1
3,0,1,6900000.0,14,348.0,1
2,1,1,2300000.0,2,504.0,0
2,1,0,6800000.0,20,658.0,0
1,1,1,2200000.0,16,641.0,0
2,1,0,5900000.0,20,463.4882200814459,1
1,0,1,7000000.0,18,726.0,0
1,0,1,5015279.07763265,20,828.0,0
0,0,0,6500000.0,12,755.0,0
2,1,1,3800000.0,20,788.0,0
2,0,0,9400000.0,20,832.0,0
0,1,0,2100000.0,4,554.0,0
1,1,1,8500000.0,8,811.0,0
5,0,1,3800000.0,2,649.0,0
1,1,1,3400000.0,20,830.0,0
1,0,1,5600000.0,6,707.0,0
0,0,1,8500000.0,10,483.0,1
4,1,1,2100000.0,18,349.0,1
4,0,0,5053378.417915096,4,846.0,0
4,1,0,7900000.0,20,386.0,1
5,1,0,6900000.0,12,408.0,1
0,1,1,1800000.0,2,764.0,0
0,0,1,1200000.0,18,473.0,1
3,1,0,3600000.0,12,654.0,0
1,0,0,7200000.0,2,551.0,0
5,0,0,9400000.0,6,850.0,0
5,0,0,9000000.0,4,646.0,0
1,1,1,1000000.0,8,793.0,0
3,1,0,5600000.0,16,551.0,0
1,0,0,900000.0,4,346.0,1
5,1,1,9000000.0,14,540.0,1
2,1,0,3100000.0,20,723.0616417922603,0
1,1,1,8000000.0,6,570.0,0
4,1,1,3500000.0,16,705.7525618103273,0
4,0,0,3900000.0,8,553.0,0
2,0,0,5036626.44738274,10,649.0,0
4,0,0,4500000.0,14,439.0,1
5,1,0,6800000.0,8,621.0,0
2,1,0,6300000.0,14,704.8461057370092,0
2,0,0,4900000.0,8,492.0,1
0,0,0,4800000.0,6,618.0,0
5,0,0,7500000.0,18,458.0,1
5,1,0,5200000.0,4,422.0,1
3,1,1,9400000.0,20,708.8536678525709,0
5,1,0,3200000.0,14,610.0,0
1,1,1,3600000.0,20,546.0,1
1,1,1,3400000.0,8,741.0,0
3,0,0,2100000.0,6,754.0,0
1,0,0,7200000.0,8,379.0,1
5,0,0,4500000.0,18,455.0,1
0,0,1,2600000.0,20,615.0,0
4,0,1,6400000.0,10,384.0,1
0,0,0,6400000.0,16,628.0,0
3,0,0,3100000.0,16,865.0,0
2,0,0,1800000.0,2,679.0,0
1,0,1,9300000.0,14,689.0,0
5,1,1,6500000.0,10,636.0,0
1,1,0,3100000.0,20,837.0,0
3,1,0,2300000.0,12,557.0,0
2,0,0,5077079.374037876,10,440.6060184172917,1
0,1,1,3700000.0,14,531.0,1
4,1,1,8600000.0,14,476.0,1
4,0,0,2600000.0,4,775.0,0
1,1,1,7100000.0,20,477.0,1
4,1,1,7000000.0,16,682.0,0
5,1,0,8300000.0,12,334.0,1
3,0,1,6800000.0,12,565.0,0
1,1,1,5016775.5331207365,2,340.0,1
2,0,0,5100000.0,14,461.83931605338864,1
4,0,1,3500000.0,8,683.5635365043038,0
3,0,1,4300000.0,16,346.0,1
0,0,1,5300000.0,2,861.0,0
5,0,1,6400000.0,12,699.0,0
0,0,0,9300000.0,8,629.0,0
3,0,0,1100000.0,14,359.0,1
2,1,0,7100000.0,10,430.0,1
4,1,0,1100000.0,18,417.0,1
2,0,0,1900000.0,6,683.8564836057132,0
0,1,0,1300000.0,16,690.0,0
5,0,0,7500000.0,16,347.0,1
4,1,0,2400000.0,4,539.0,1
4,0,1,2500000.0,8,464.0,1
4,0,0,7500000.0,4,438.4477216462126,1
3,1,0,9300000.0,6,431.0,1
5,1,0,3300000.0,12,489.0,1
4,1,1,5700000.0,12,775.0,0
4,1,0,5051092.271668948,6,365.0,1
2,1,1,1200000.0,10,555.0,0
4,0,1,8200000.0,10,457.0,1
3,1,0,5500000.0,8,580.0,0
4,1,0,1800000.0,20,496.0,1
0,1,0,3500000.0,16,837.0,0
4,1,1,6000000.0,6,455.0,1
0,0,1,2700000.0,20,551.0,0
4,1,1,5900000.0,10,825.0,0
1,1,1,2100000.0,18,554.0,0
0,1,1,2000000.0,18,400.0,1
5,1,0,9000000.0,10,853.0,0
1,1,1,7600000.0,14,403.0,1
3,0,0,5085644.489390765,6,392.0,1
1,0,0,6300000.0,20,673.0,0
0,0,1,3100000.0,10,498.0,1
1,1,0,1100000.0,6,858.0,0
4,0,1,3900000.0,20,477.0,1
4,1,1,8700000.0,12,548.0,1
4,1,1,6400000.0,6,414.667857710627,1
2,0,1,5065053.639987523,12,483.0,1
1,0,0,2400000.0,20,384.0,1
3,1,0,8900000.0,10,692.9276091387039,0
3,1,0,6100000.0,10,492.0,1
5,1,1,7600000.0,4,607.0,0
3,1,0,900000.0,16,701.0,0
2,1,1,7100000.0,20,720.6019023656214,0
2,1,1,5000000.0,10,808.0,0
4,0,1,2000000.0,20,596.0,0
4,0,1,2600000.0,14,421.0,1
2,0,1,7000000.0,20,495.0,1
3,0,0,3900000.0,6,604.0,0
3,0,0,8400000.0,4,509.0,0
0,0,1,5009740.043667147,8,852.0,0
2,1,1,1900000.0,16,705.5898838139406,0
2,1,1,9200000.0,14,700.0007942454887,0
3,1,1,5031636.202785975,6,386.0,1
5,0,0,6300000.0,4,590.0,0
2,1,0,6100000.0,14,510.0,1
3,0,1,7800000.0,6,523.0,1
0,0,1,2000000.0,8,461.0,1
4,1,0,1900000.0,2,832.0,0
2,1,1,3300000.0,18,713.6976488036065,0
0,1,1,4968514.011459557,2,732.0,0
0,0,1,3500000.0,16,444.6049446557631,1
5,0,0,4400000.0,4,701.0,0
2,1,0,2000000.0,14,502.0,1
3,1,0,9200000.0,12,742.0,0
1,1,0,2200000.0,2,755.0,0
1,1,0,1900000.0,2,834.0,0
5,0,1,8700000.0,12,394.0,1
3,0,1,5033922.349032123,4,663.0,0
3,0,0,9400000.0,10,649.0,0
4,1,1,8000000.0,14,738.0,0
5,1,0,1000000.0,4,524.0,1
5,1,0,5300000.0,16,855.0,0
3,0,1,1400000.0,20,462.962861947506,1
2,0,1,1600000.0,12,532.0,1
3,0,1,3400000.0,6,584.0,0
3,0,0,7800000.0,4,447.0,0
4,1,0,7100000.0,14,852.0,0
1,1,1,6000000.0,2,368.0,1
3,1,1,8200000.0,10,447.0,1
4,0,0,3900000.0,20,867.0,0
5,1,1,8400000.0,12,397.0,1
4,0,0,5050352.336527708,20,798.0,0
1,1,1,8300000.0,20,530.0,1
4,0,0,2500000.0,16,356.0,1
3,0,0,6100000.0,18,718.0,0
3,1,0,5000000.0,10,459.0,1
3,1,0,5002452.489834345,8,571.0,0
2,0,0,5700000.0,8,412.0,1
1,0,1,5000000.0,20,604.0,0
4,1,1,8600000.0,16,449.0,1
5,1,0,1400000.0,12,778.0,0
3,0,0,5900000.0,16,476.0,1
4,0,1,4100000.0,12,727.0,0
3,0,0,7400000.0,8,818.0,0
1,0,1,7100000.0,16,738.0,0
5,0,1,5300000.0,16,546.0,1
2,1,0,6600000.0,2,471.0,1
3,1,0,2800000.0,4,860.0,0
1,1,1,1600000.0,4,364.0,1
0,0,1,8500000.0,20,557.0,0
1,1,1,5200000.0,12,612.0,0
2,1,1,6400000.0,6,414.0,1
5,0,0,1300000.0,4,372.0,1
0,0,0,5600000.0,12,466.0,1
3,0,1,9000000.0,20,348.0,1
1,1,1,7800000.0,4,597.0,0
4,1,1,4000000.0,8,791.0,0
0,0,1,700000.0,12,400.0,1
5,0,1,7300000.0,16,813.0,0
0,1,1,5200000.0,4,675.0,0
1,1,0,6200000.0,18,463.864044172121,1
4,0,0,1100000.0,8,693.0,0
1,1,1,5600000.0,8,491.0,1
5,0,1,3400000.0,8,559.0,0
4,0,0,1500000.0,16,392.0,1
2,1,0,5800000.0,18,532.0,1
4,1,0,5010261.084840388,8,592.0,0
5,1,0,8300000.0,4,459.0,1
4,0,1,5041730.944038166,4,627.0,0
4,0,0,1900000.0,2,462.0,0
1,1,1,4974053.045425059,14,600.0,0
5,1,0,1800000.0,18,366.0,1
0,0,1,3300000.0,14,356.0,1
5,0,0,900000.0,16,590.0,0
5,0,1,8200000.0,4,485.0,0
1,1,1,4973296.525078213,18,617.0,0
5,0,1,1000000.0,8,664.0,0
3,1,0,7100000.0,8,583.0,0
1,0,1,5015657.337806073,18,859.0,0
2,0,0,3100000.0,14,504.0,1
4,0,0,700000.0,16,688.0,0
3,1,0,1800000.0,2,422.0,0
3,1,1,8400000.0,8,746.0,0
3,0,0,7400000.0,20,478.5345903929911,1
2,1,1,6700000.0,6,701.0,0
1,0,1,1700000.0,16,754.0,0
3,1,1,5030879.682439128,10,515.0,1
1,0,1,3800000.0,12,670.0,0
5,0,1,1300000.0,8,407.0,1
5,1,1,3100000.0,12,693.0959262586113,0
1,0,1,5015279.07763265,20,715.4639617954685,0
2,1,1,8100000.0,6,595.0,0
1,1,1,8900000.0,4,757.0,0
5,0,1,4200000.0,4,386.0,1
5,1,1,4100000.0,18,756.0,0
3,1,0,8300000.0,12,453.0,1
3,1,0,7500000.0,8,428.18437002571545,1
3,0,0,2100000.0,6,703.0,0
3,0,0,1400000.0,8,753.0,0
0,1,0,6900000.0,2,621.0,0
0,0,1,2500000.0,10,852.0,0
3,1,1,3800000.0,12,449.2195919596476,1
3,1,1,7700000.0,10,359.0,1
1,1,0,3200000.0,16,534.0,1
0,1,1,8600000.0,10,704.0,0
3,1,1,3800000.0,16,662.0,0
3,0,0,8400000.0,18,599.0,0
1,0,0,1600000.0,4,675.4698755696048,0
2,1,0,7800000.0,16,549.0,1
1,0,1,9400000.0,12,443.0,1
3,1,1,4990426.755783992,10,550.0,0
4,1,0,2400000.0,18,393.0,1
2,0,1,7500000.0,8,488.0,1
5,0,0,3300000.0,16,845.0,0
2,0,0,5500000.0,2,382.0,0
5,1,0,2400000.0,12,357.0,1
1,1,1,8700000.0,16,815.0,0
1,1,0,5025775.185783702,16,368.0,1
0,0,0,8400000.0,16,674.0,0
5,1,0,9200000.0,10,335.0,1
2,0,1,4600000.0,2,355.0,1
5,1,0,7600000.0,6,510.0,1
4,0,0,8500000.0,4,698.0,0
4,1,1,3100000.0,18,408.0,1
3,0,1,4900000.0,18,401.0,1
5,1,1,5800000.0,14,418.0,1
0,1,0,5700000.0,4,697.0,0
4,0,0,3200000.0,14,683.0,1
4,1,1,8000000.0,16,763.0,0
4,1,0,5000000.0,6,336.0,1
2,1,1,2900000.0,10,693.0,0
2,1,0,6400000.0,18,745.0,0
5,0,0,6300000.0,18,629.0,0
0,1,0,5900000.0,16,581.0,0
1,0,0,8100000.0,4,672.0,0
5,0,1,7100000.0,4,700.0,0
1,1,0,1400000.0,14,787.0,0
3,0,1,2300000.0,8,429.5415954693625,1
1,0,0,7400000.0,4,655.0,0
0,0,1,5300000.0,12,572.0,0
5,0,1,7700000.0,2,663.0,0
0,1,0,5000000.0,16,726.0,0
5,1,1,6000000.0,12,680.0,0
0,0,0,1400000.0,2,685.0,0
5,1,1,9400000.0,6,762.0,0
3,1,0,5200000.0,18,768.0,0
0,0,0,3100000.0,8,504.0,1
3,1,1,8400000.0,12,796.0,0
0,1,0,1200000.0,18,348.0,1
5,1,1,4800000.0,6,717.0,0
5,1,1,9200000.0,4,565.0,0
2,1,0,5300000.0,6,647.0,0
3,0,0,4700000.0,2,626.0,0
0,1,0,6500000.0,6,554.0,0
4,0,1,3200000.0,20,864.0,0
4,0,0,4600000.0,6,406.0,1
5,0,0,700000.0,10,650.0,0
5,1,1,7600000.0,8,534.0,1
4,0,0,1200000.0,8,691.4647539361455,0
2,0,0,5100000.0,12,845.0,0
1,1,1,4300000.0,14,792.0,1
4,0,0,5091183.523356268,18,544.0,1
2,0,1,4000000.0,10,552.0,0
5,1,0,3900000.0,12,837.0,0
0,1,1,6900000.0,18,845.0,0
4,1,1,7000000.0,10,677.0,0
1,0,0,6300000.0,20,430.0,1
3,0,1,8900000.0,12,702.776166565443,0
0,1,1,5700000.0,8,544.0,1
4,1,1,5200000.0,10,355.0,1
4,0,0,7400000.0,4,540.0,1
5,0,0,6500000.0,14,444.0,1
3,0,0,6200000.0,14,567.0,0
5,1,1,2400000.0,20,513.0,1
0,1,0,2500000.0,10,590.0,0
2,0,1,2700000.0,20,368.0,1
5,1,0,3000000.0,6,413.0,1
4,0,1,6100000.0,4,401.0,1
3,0,0,1500000.0,18,687.0,0
2,0,0,6500000.0,14,577.0,0
4,1,0,5009882.824666965,10,576.0,0
1,1,0,4985322.259128566,16,687.0,0
4,0,0,5500000.0,12,474.0,1
4,0,0,1200000.0,6,709.0,0
4,0,1,6900000.0,18,438.0,1
3,0,1,8000000.0,4,667.232954228988,0
3,1,1,4100000.0,20,383.0,1
2,0,0,1400000.0,20,563.0,0
4,1,1,1600000.0,20,371.0,1
1,0,0,2100000.0,12,379.0,1
1,1,0,8800000.0,18,704.1134968672775,0
3,1,1,7100000.0,10,725.0,0
1,1,0,8600000.0,16,678.0,0
2,1,1,5400000.0,6,724.0,0
3,0,1,1000000.0,6,808.0,0
0,0,0,5400000.0,8,625.0,0
2,0,0,4200000.0,4,771.0,0
2,1,0,7500000.0,14,695.0,0
4,0,0,1200000.0,2,564.0,0
4,0,1,6300000.0,10,349.0,1
4,0,1,5041730.944038166,4,797.0,0
3,0,0,7400000.0,8,391.0,1
5,1,0,2200000.0,12,833.0,0
5,0,0,4000000.0,10,515.0,1
4,0,1,2700000.0,16,671.0,0
0,1,1,2000000.0,4,404.0,0
4,1,0,6400000.0,6,537.0,1
5,1,1,1400000.0,4,348.0,0
0,1,1,2800000.0,12,647.0,0
2,1,1,8200000.0,14,436.9620796126222,1
3,1,0,9000000.0,14,638.0,0
5,1,1,800000.0,12,363.0,1
4,1,1,6100000.0,6,808.0,0
4,1,1,2400000.0,2,664.0208909781143,0
4,0,1,6000000.0,12,607.0,0
2,1,1,7900000.0,6,571.0,0
3,0,1,5071727.454473295,18,446.0,1
3,1,1,1800000.0,20,436.0,1
3,1,1,5800000.0,12,738.0,0
3,0,0,2800000.0,10,519.0,1
3,0,1,4000000.0,8,531.0,1
1,1,0,1000000.0,18,578.0,0
0,0,0,9100000.0,20,578.0,0
0,0,0,4600000.0,14,442.0,1
2,1,0,7800000.0,6,751.0,0
4,0,1,6600000.0,10,353.0,1
5,1,0,5017313.159499585,12,664.0,0
1,0,0,7400000.0,18,505.0,1
3,0,1,4300000.0,10,571.0,0
2,1,1,4981483.380257679,16,754.0,0
5,1,0,1100000.0,20,858.0,0
3,0,1,8600000.0,20,641.0,0
0,1,1,9400000.0,16,592.0,0
3,0,1,5300000.0,14,432.0,1
1,1,1,8700000.0,18,558.0,0
3,0,1,4800000.0,12,547.0,1
4,1,0,4400000.0,18,732.0,0
1,0,1,5400000.0,12,784.0,0
5,1,1,8400000.0,10,605.0,0
1,0,1,5400000.0,18,688.0,0
3,1,1,9400000.0,10,617.0,0
0,1,1,800000.0,4,518.0,0
0,1,0,3800000.0,10,390.0,1
4,0,0,3100000.0,4,370.0,1
3,1,1,6000000.0,4,802.0,0
2,1,1,6800000.0,12,338.0,1
5,1,0,5200000.0,6,658.0,0
0,1,0,1900000.0,12,595.0,0
5,0,1,3600000.0,20,594.0,0
3,0,1,1500000.0,14,611.0,0
3,1,0,2000000.0,8,799.0,0
5,0,0,9200000.0,20,497.0,1
0,1,1,6100000.0,18,456.0,1
5,1,0,5058522.606501567,8,396.0,1
1,0,0,800000.0,10,770.0,0
0,1,0,3300000.0,16,797.0,0
1,1,0,5800000.0,20,586.0,0
5,1,0,8500000.0,16,604.0,0
0,1,1,4100000.0,8,799.0,0
2,0,0,7800000.0,4,763.0,0
0,0,0,7500000.0,14,725.0,0
2,0,0,2300000.0,18,336.0,1
4,0,1,600000.0,6,495.0,1
1,1,0,2900000.0,20,431.0,1
5,1,0,900000.0,2,415.0,1
5,0,1,9000000.0,6,451.0,1
1,1,0,4800000.0,4,489.0,1
1,0,0,1600000.0,12,415.0,1
3,1,0,2600000.0,12,425.0,1
4,0,1,1800000.0,14,453.0,1
5,0,1,4400000.0,20,634.0,0
2,1,0,5032827.260442898,20,519.0,1
4,1,1,800000.0,6,353.0,1
3,0,0,1500000.0,4,767.0,0
0,1,1,7700000.0,14,473.0,1
5,0,1,7200000.0,2,801.0,0
4,0,0,1000000.0,16,543.0,1
1,0,0,6300000.0,12,714.0,0
3,0,0,1900000.0,12,830.0,0
5,0,0,4400000.0,4,401.0,0
0,1,0,9100000.0,6,518.0,1
2,0,1,900000.0,20,367.0,1
0,0,1,4600000.0,12,493.0,1
2,0,1,9400000.0,14,505.0,1
5,0,0,6900000.0,16,441.73826678033134,1
2,0,0,5037004.707556163,8,735.0,0
5,0,1,1900000.0,2,622.0,0
4,0,1,4400000.0,6,513.0,1
4,1,1,1200000.0,16,585.0,0
1,0,1,1000000.0,10,813.0,0
0,0,0,3100000.0,18,622.0,0
1,0,1,2100000.0,16,706.224655003782,0
0,1,0,2100000.0,2,459.0,1
4,0,0,9400000.0,18,369.0,1
2,1,0,4995022.155001726,6,601.0,0
4,0,0,1400000.0,18,703.0,0
2,1,0,4700000.0,20,597.0,0
3,1,1,4100000.0,10,670.0,0
4,1,1,1200000.0,6,366.0,1
5,1,0,7900000.0,16,857.0,0
2,1,0,6600000.0,16,401.0,1
0,1,0,2200000.0,4,437.0,0
3,1,0,5500000.0,8,685.3425523753803,0
4,0,0,5100000.0,8,392.0,1
2,1,1,3900000.0,10,421.0,1
5,0,0,5060808.752747715,6,722.0,0
4,0,0,5800000.0,10,692.0,0
5,1,0,8300000.0,2,537.0,1
5,0,1,2600000.0,8,676.0,0
1,0,0,2100000.0,6,817.0,0
4,1,0,3900000.0,20,433.0,1
1,0,1,5200000.0,6,524.0,1
3,1,1,7800000.0,20,490.0,1
3,1,1,5400000.0,4,595.0,0
2,1,0,2900000.0,2,835.0,0
4,0,0,7100000.0,6,850.0,0
1,0,1,800000.0,4,409.0,0
5,0,1,3400000.0,10,760.0,0
1,0,1,6800000.0,14,344.0,1
4,0,1,7000000.0,12,678.0285604112883,0
0,0,1,9300000.0,10,600.0,0
2,0,0,7500000.0,10,790.0,0
3,0,1,8000000.0,20,392.0,1
5,0,1,1600000.0,2,748.0,0
1,0,1,6700000.0,6,798.0,0
3,1,0,3800000.0,4,677.8904815860627,0
1,1,1,2700000.0,6,413.0,1
3,0,0,1300000.0,8,733.0,0
4,1,0,3400000.0,16,543.0,1
3,0,0,3400000.0,14,757.0,0
5,0,1,2400000.0,8,464.0,1
0,1,0,1900000.0,4,749.0,0
4,0,0,700000.0,6,680.0,0
1,1,0,6900000.0,4,574.0,0
5,0,1,5046891.717830245,18,774.0,0
3,1,0,6000000.0,10,387.0,1
1,1,0,4300000.0,20,397.0,1
4,0,0,5800000.0,14,816.0,0
2,0,1,3300000.0,8,845.0,0
2,1,0,4995400.415175149,4,743.0,0
5,1,0,5059279.126848415,4,418.0,1
1,1,0,4200000.0,6,466.0,1
2,1,1,600000.0,12,335.0,1
5,1,1,4400000.0,6,446.0,1
